"","Time","Name","GPS","NDVI","SR","OSAVI","ZMI","Ctr2","Lic1","GM2","MCARI1","G","MCARI","TCARI","TVI","SPRI","NPQI","PRI","NPCI","Ctr1","Lic2","SIPI","GM1","ARI1","ARI2","CRI1","CRI2","Date","Datetime","ID","Location","site_num","Tapping","Tree_num","C_pos.","Device","ID2","Tree_ID","Coordinates"
"V7...325","25/06/2024 10:46","AW-1-I-06-L-D2","12° 41.7637' N  36° 18.8326' E",0.435848849,"2.545149194",0.489142262,"1.41779344","0.455030807","0.553563082","1.842581306",0.571554006,"1.840548314","0.184831251","-0.179020383","21.25296776","0.676174512","-0.106043013",-0.001270804,"0.193193183","2.4983278","0.57097737","0.561906168","1.912151806",0.168147186,"0.071078263",2.050965117,"2.219112304",2024-06-25,2024-06-25 10:46:00,"AW-1-I-06-L-D2","AW-1","1","I","06","L","D2","AW-02-I-06-L-D2","AW-1-I-06-L","12° 41.7637' N  36° 18.8326' E"
"V8...326","25/06/2024 10:47","AW-1-I-09-T-D2","12° 41.7668' N  36° 18.8336' E",0.465938109,"2.744884318",0.498712017,"1.498860272","0.418651356","0.561163655","1.972584718",0.584723077,"1.757435565","0.160570193","-0.172908953","21.8953886","0.774791729","-0.047923677",0.004813615,"0.126892788","2.077503982","0.670637899","0.561397245","2.01512353",0.098572509,"0.043253789",1.930938239,"2.029510749",2024-06-25,2024-06-25 10:47:00,"AW-1-I-09-T-D2","AW-1","1","I","09","T","D2","AW-02-I-09-T-D2","AW-1-I-09-T","12° 41.7668' N  36° 18.8336' E"
"V9...327","25/06/2024 10:47","AW-1-I-09-M-D2","12° 41.7668' N  36° 18.8336' E",0.552800243,"3.47227434",0.575951435,"1.566478433","0.344495446","0.661829083","2.255523264",0.60659987,"2.214712517","0.202131306","-0.175557969","22.46950422","0.874048125","-0.039962649",0.018662437,"0.067208453","1.962373461","0.704837792","0.638584628","2.193258035",-0.159884273,"-0.063170774",3.420112727,"3.260228455",2024-06-25,2024-06-25 10:47:00,"AW-1-I-09-M-D2","AW-1","1","I","09","M","D2","AW-02-I-09-M-D2","AW-1-I-09-M","12° 41.7668' N  36° 18.8336' E"
"V10...328","25/06/2024 10:48","AW-1-I-09-L-D2","12° 41.7668' N  36° 18.8336' E",0.537447087,"3.323829648",0.553165093,"1.596153681","0.360034918","0.635654865","2.230013627",0.581226002,"2.04108193","0.177188417","-0.161010747","21.87047912","0.824011807","-0.032808236",0.014419407,"0.09648413","2.057588539","0.66542355","0.627784812","2.203963915",-0.066411778,"-0.02626809",3.127935895,"3.061524117",2024-06-25,2024-06-25 10:48:00,"AW-1-I-09-L-D2","AW-1","1","I","09","L","D2","AW-02-I-09-L-D2","AW-1-I-09-L","12° 41.7668' N  36° 18.8336' E"
"V11...329","25/06/2024 10:51","AW-1-I-12-T-D2","12° 41.7702' N  36° 18.8335' E",0.470842687,"2.779594365",0.517156983,"1.510761567","0.415700112","0.584081549","1.996155493",0.579552912,"1.904665005","0.177158612","-0.169960673","21.49398469","0.642438023","-0.109381584",0.007440066,"0.21770196","2.649734105","0.592650234","0.592046009","2.018107541",0.054286764,"0.02246973",2.144645771,"2.198932535",2024-06-25,2024-06-25 10:51:00,"AW-1-I-12-T-D2","AW-1","1","I","12","T","D2","AW-02-I-12-T-D2","AW-1-I-12-T","12° 41.7702' N  36° 18.8335' E"
"V12...330","25/06/2024 10:51","AW-1-I-12-M-D2","12° 41.7702' N  36° 18.8335' E",0.631480261,"4.427117704",0.608171722,"1.853815912","0.275026669","0.705121217","2.802567741",0.576172197,"2.04976939","0.145673711","-0.12898452","21.84849233","0.863863511","-0.017414752",0.024990966,"0.073039945","1.902117629","0.738747781","0.691560161","2.766671146",-0.093911949,"-0.03658325",4.135978287,"4.042066339",2024-06-25,2024-06-25 10:51:00,"AW-1-I-12-M-D2","AW-1","1","I","12","M","D2","AW-02-I-12-M-D2","AW-1-I-12-M","12° 41.7702' N  36° 18.8335' E"
"V13...331","25/06/2024 10:52","AW-1-I-12-L-D2","12° 41.7702' N  36° 18.8335' E",0.499245666,"2.993974417",0.526460336,"1.563074352","0.390068247","0.597181195","2.102014418",0.566556607,"1.840055919","0.159550392","-0.155456586","21.0685626","0.702247659","-0.032709012",0.004541155,"0.174917169","2.287754488","0.616326246","0.607706392","2.140659161",0.097156579,"0.039584211",2.514229707,"2.611386285",2024-06-25,2024-06-25 10:52:00,"AW-1-I-12-L-D2","AW-1","1","I","12","L","D2","AW-02-I-12-L-D2","AW-1-I-12-L","12° 41.7702' N  36° 18.8335' E"
"V14...332","25/06/2024 10:53","AW-1-I-15-T-D2","12° 41.7734' N  36° 18.8412' E",0.558015058,"3.525041039",0.570669689,"1.634903764","0.342252562","0.645916508","2.294039565",0.604027017,"2.020884969","0.178767712","-0.159033022","22.52056869","0.837432543","-0.007575931",0.014433688,"0.088475333","1.930784623","0.730576452","0.637631384","2.302400508",0.02070122,"0.008633102",3.174013939,"3.194715159",2024-06-25,2024-06-25 10:53:00,"AW-1-I-15-T-D2","AW-1","1","I","15","T","D2","AW-02-I-15-T-D2","AW-1-I-15-T","12° 41.7734' N  36° 18.8412' E"
"V15...333","25/06/2024 10:54","AW-1-I-15-M-D2","12° 41.7734' N  36° 18.8412' E",0.582270558,"3.787787977",0.586230758,"1.749690652","0.315043228","0.654570678","2.543621881",0.637040978,"1.900928096","0.150140044","-0.148588152","24.13773719","0.829847758","-0.020490113",0.015054487,"0.092987103","1.941272483","0.728143585","0.650576966","2.51644851",-0.061682125,"-0.027675551",2.979884237,"2.918202111",2024-06-25,2024-06-25 10:54:00,"AW-1-I-15-M-D2","AW-1","1","I","15","M","D2","AW-02-I-15-M-D2","AW-1-I-15-M","12° 41.7734' N  36° 18.8412' E"
"V16...334","25/06/2024 10:54","AW-1-I-15-L-D2","12° 41.7734' N  36° 18.8412' E",0.546421531,"3.40938038",0.561988468,"1.674764543","0.340094004","0.624696905","2.364455879",0.630098054,"1.842709853","0.150697509","-0.156652405","23.71210728","0.776380776","-0.055794571",0.01017213,"0.125884735","1.90342144","0.714470191","0.626302246","2.342530404",-0.049568694,"-0.022326447",2.642595893,"2.593027199",2024-06-25,2024-06-25 10:54:00,"AW-1-I-15-L-D2","AW-1","1","I","15","L","D2","AW-02-I-15-L-D2","AW-1-I-15-L","12° 41.7734' N  36° 18.8412' E"
"V17...335","25/06/2024 10:57","AW-1-I-18-T-D2","12° 41.7756' N  36° 18.8415' E",0.452414809,"2.652399724",0.497606187,"1.479599101","0.436937082","0.564532337","1.941476908",0.571860146,"1.8072086","0.162368205","-0.170367253","21.11897883","0.689448231","-0.044445885",0.006704786,"0.183818458","2.396911398","0.579264279","0.568141038","1.974318198",0.079541092,"0.033537674",1.946437014,"2.025978106",2024-06-25,2024-06-25 10:57:00,"AW-1-I-18-T-D2","AW-1","1","I","18","T","D2","AW-02-I-18-T-D2","AW-1-I-18-T","12° 41.7756' N  36° 18.8415' E"
"V18...336","25/06/2024 10:58","AW-1-I-18-M-D2","12° 41.7756' N  36° 18.8415' E",0.532907713,"3.281809087",0.554339268,"1.587262376","0.351089715","0.628941362","2.261802443",0.588807135,"1.998416687","0.166049222","-0.157991218","21.95709392","0.81982788","-0.03162475",0.013633453,"0.099005033","2.039344048","0.68158087","0.617183762","2.211735308",-0.125986746,"-0.050920505",2.816256302,"2.690269556",2024-06-25,2024-06-25 10:58:00,"AW-1-I-18-M-D2","AW-1","1","I","18","M","D2","AW-02-I-18-M-D2","AW-1-I-18-M","12° 41.7756' N  36° 18.8415' E"
"V19...337","25/06/2024 10:58","AW-1-I-18-L-D2","12° 41.7756' N  36° 18.8415' E",0.557922534,"3.524093969",0.543542055,"1.663508388","0.333111436","0.642368533","2.367005626",0.518624027,"1.926780955","0.134784403","-0.130588215","19.52143169","0.850390362","-0.042987553",0.015289941,"0.080853014","1.822609673","0.714295412","0.63230575","2.344607068",-0.062777913,"-0.02280294",3.449512637,"3.386734724",2024-06-25,2024-06-25 10:58:00,"AW-1-I-18-L-D2","AW-1","1","I","18","L","D2","AW-02-I-18-L-D2","AW-1-I-18-L","12° 41.7756' N  36° 18.8415' E"
"V20...338","25/06/2024 11:01","AW-1-I-21-T-D2","12° 41.7763' N  36° 18.8346' E",0.533314455,"3.285540925",0.551963566,"1.620283289","0.357488315","0.631142171","2.248579004",0.572964514,"1.909712573","0.165571938","-0.150345425","21.58751843","0.704742309","-0.055365608",0.009191493,"0.173197843","2.413127687","0.616616928","0.628727162","2.293314088",0.113215224,"0.045517891",2.847894704,"2.961109928",2024-06-25,2024-06-25 11:01:00,"AW-1-I-21-T-D2","AW-1","1","I","21","T","D2","AW-02-I-21-T-D2","AW-1-I-21-T","12° 41.7763' N  36° 18.8346' E"
"V21...339","25/06/2024 11:01","AW-1-I-21-M-D2","12° 41.7763' N  36° 18.8346' E",0.440877732,"2.57703514",0.486721689,"1.484333639","0.44350189","0.5420276","1.925596136",0.555845619,"1.71008302","0.153598072","-0.167331169","20.6432064","0.650082494","-0.061828987",0.002753514,"0.212060614","2.345397363","0.581488401","0.557796649","1.975668156",0.121742711,"0.051236414",1.84280054,"1.964543251",2024-06-25,2024-06-25 11:01:00,"AW-1-I-21-M-D2","AW-1","1","I","21","M","D2","AW-02-I-21-M-D2","AW-1-I-21-M","12° 41.7763' N  36° 18.8346' E"
"V22...340","25/06/2024 11:01","AW-1-I-21-L-D2","12° 41.7763' N  36° 18.8346' E",0.554618586,"3.490533144",0.568828815,"1.684361299","0.332210114","0.645241281","2.390139907",0.608073302,"1.969558293","0.156873163","-0.153452854","22.73958172","0.88966422","-0.036501963",0.019376041,"0.058389093","1.778517461","0.735913625","0.628172185","2.326687895",-0.153923556,"-0.064632593",2.884479834,"2.730556278",2024-06-25,2024-06-25 11:01:00,"AW-1-I-21-L-D2","AW-1","1","I","21","L","D2","AW-02-I-21-L-D2","AW-1-I-21-L","12° 41.7763' N  36° 18.8346' E"
"V23...341","25/06/2024 11:02","AW-1-I-24-T-D2","12° 41.7781' N  36° 18.8325' E",0.593898743,"3.924880108",0.58265565,"1.736553605","0.306808914","0.657810671","2.541323348",0.599392768,"1.882948866","0.14421173","-0.138676375","22.53092991","0.856017549","-0.050644984",0.019427414,"0.077576018","1.804429453","0.713228552","0.655567096","2.532595463",-0.02131062,"-0.008960034",3.215953821,"3.194643201",2024-06-25,2024-06-25 11:02:00,"AW-1-I-24-T-D2","AW-1","1","I","24","T","D2","AW-02-I-24-T-D2","AW-1-I-24-T","12° 41.7781' N  36° 18.8325' E"
"V24...342","25/06/2024 11:02","AW-1-I-24-M-D2","12° 41.7781' N  36° 18.8325' E",0.601754054,"4.022022248",0.586999068,"1.699120559","0.305785085","0.670283016","2.530662026",0.565109044,"1.993260617","0.158181648","-0.136317027","21.27396396","0.876049371","-0.025861618",0.026253203,"0.066070025","1.842615466","0.727682014","0.672001476","2.564645732",0.090244131,"0.034930013",3.945126074,"4.035370205",2024-06-25,2024-06-25 11:02:00,"AW-1-I-24-M-D2","AW-1","1","I","24","M","D2","AW-02-I-24-M-D2","AW-1-I-24-M","12° 41.7781' N  36° 18.8325' E"
"V25...343","25/06/2024 11:03","AW-1-I-24-L-D2","12° 41.7781' N  36° 18.8325' E",0.508439868,"3.068678213",0.540429576,"1.614448415","0.38442747","0.600082749","2.166254262",0.605115397,"1.768293053","0.161973739","-0.158037525","22.72314393","0.809220269","-0.029073676",0.004264284,"0.105448592","1.993420923","0.675638488","0.601774054","2.256588101",0.208380749,"0.092380174",2.255704766,"2.464085515",2024-06-25,2024-06-25 11:03:00,"AW-1-I-24-L-D2","AW-1","1","I","24","L","D2","AW-02-I-24-L-D2","AW-1-I-24-L","12° 41.7781' N  36° 18.8325' E"
"V26...344","25/06/2024 11:04","AW-1-I-27-T-D2","12° 41.7806' N  36° 18.8344' E",0.563726653,"3.584281879",0.586835415,"1.608312801","0.333854773","0.668253322","2.332443965",0.649188382,"2.222443596","0.200008582","-0.179832311","24.1491054","0.854750674","-0.035853465",0.017789243,"0.078312049","2.016656448","0.688124863","0.651316207","2.23854261",-0.22304035,"-0.095309453",3.277718488,"3.054678138",2024-06-25,2024-06-25 11:04:00,"AW-1-I-27-T-D2","AW-1","1","I","27","T","D2","AW-02-I-27-T-D2","AW-1-I-27-T","12° 41.7806' N  36° 18.8344' E"
"V27...345","25/06/2024 11:04","AW-1-I-27-M-D2","12° 41.7806' N  36° 18.8344' E",0.484608568,"2.880545686",0.515816839,"1.547680164","0.404608136","0.583657499","2.054785243",0.560873452,"1.776830664","0.154950417","-0.154444613","20.89541796","0.680441378","-0.039815836",0.005844836,"0.190163505","2.278013499","0.583449729","0.597782238","2.13772351",0.205211082,"0.085492021",2.259572901,"2.464783982",2024-06-25,2024-06-25 11:04:00,"AW-1-I-27-M-D2","AW-1","1","I","27","M","D2","AW-02-I-27-M-D2","AW-1-I-27-M","12° 41.7806' N  36° 18.8344' E"
"V28...346","25/06/2024 11:04","AW-1-I-27-L-D2","12° 41.7806' N  36° 18.8344' E",0.587117899,"3.843997826",0.579647035,"1.745692237","0.308519968","0.655275669","2.550471871",0.611225587,"1.878775681","0.135258535","-0.140243032","22.82486135","0.901533149","-0.00654193",0.018044368,"0.051782874","1.799088612","0.75145103","0.645483078","2.501177325",-0.117462047,"-0.05090478",3.119515922,"3.002053875",2024-06-25,2024-06-25 11:04:00,"AW-1-I-27-L-D2","AW-1","1","I","27","L","D2","AW-02-I-27-L-D2","AW-1-I-27-L","12° 41.7806' N  36° 18.8344' E"
"V29...347","25/06/2024 11:06","AW-1-I-30-T-D2","12° 41.7806' N  36° 18.8344' E",0.548121059,"3.425964169",0.570271602,"1.581650209","0.347916468","0.648913905","2.261216245",0.62601327,"2.131367617","0.193494769","-0.175346519","23.39404616","0.84617553","-0.0559509",0.017280101,"0.083320609","1.980849065","0.668990315","0.635490242","2.193173974",-0.164703513,"-0.068550815",3.048992519,"2.884289006",2024-06-25,2024-06-25 11:06:00,"AW-1-I-30-T-D2","AW-1","1","I","30","T","D2","AW-02-I-30-T-D2","AW-1-I-30-T","12° 41.7806' N  36° 18.8344' E"
"V30...348","25/06/2024 11:06","AW-1-I-30-M-D2","12° 41.7806' N  36° 18.8344' E",0.552708722,"3.471359268",0.591180114,"1.602757645","0.343351136","0.657123502","2.273586158",0.680225895,"2.17470108","0.218485295","-0.192469682","25.17628089","0.850922264","-0.048378726",0.014004759,"0.080542408","1.998891936","0.698086644","0.639483988","2.206660246",-0.15251019,"-0.068375167",3.071733499,"2.919223309",2024-06-25,2024-06-25 11:06:00,"AW-1-I-30-M-D2","AW-1","1","I","30","M","D2","AW-02-I-30-M-D2","AW-1-I-30-M","12° 41.7806' N  36° 18.8344' E"
"V31...349","25/06/2024 11:07","AW-1-I-30-L-D2","12° 41.7806' N  36° 18.8344' E",0.57913503,"3.752118002",0.588608718,"1.732037137","0.306151323","0.663850766","2.49627505",0.622448215,"2.011290049","0.165070063","-0.153123727","23.41691514","0.850470677","-0.016487109",0.017071247,"0.080806102","1.785724639","0.739269065","0.652758859","2.444090666",-0.125074821,"-0.053410913",3.307596551,"3.18252173",2024-06-25,2024-06-25 11:07:00,"AW-1-I-30-L-D2","AW-1","1","I","30","L","D2","AW-02-I-30-L-D2","AW-1-I-30-L","12° 41.7806' N  36° 18.8344' E"
"V2...350","27/06/2024 09:29","LLT-1-O-1-T-D1","12° 40.4702' N  36° 16.8523' E",0.258051387,"1.695604472",0.397688942,"1.147161206","0.667752707","0.34587322","1.271060102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:29:00,"LLT-1-O-1-T-D1","LLT-1","1","O","1","T","D1","LLT-1-O-02-T-D1","LLT-1-O-1-T","12° 40.4702' N  36° 16.8523' E"
"V3...351","27/06/2024 09:30","LLT-1-O-1-M-D1","12° 40.4737' N  36° 16.8541' E",0.185370593,"1.455104102",0.358805044,"1.156814816","0.791707072","0.31118341","1.178322383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:30:00,"LLT-1-O-1-M-D1","LLT-1","1","O","1","M","D1","LLT-1-O-02-M-D1","LLT-1-O-1-M","12° 40.4737' N  36° 16.8541' E"
"V4...352","27/06/2024 09:31","LLT-1-O-1-L-D1","12° 40.4734' N  36° 16.8518' E",0.255577198,"1.686645271",0.389979811,"1.146897349","0.675221975","0.338823396","1.246336053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:31:00,"LLT-1-O-1-L-D1","LLT-1","1","O","1","L","D1","LLT-1-O-02-L-D1","LLT-1-O-1-L","12° 40.4734' N  36° 16.8518' E"
"V5...353","27/06/2024 09:32","LLT-1-O-2-T-D1","12° 40.4726' N  36° 16.8543' E",0.163652758,"1.391351223",0.257462041,"1.155014537","0.820719881","0.229579525","1.176474239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:32:00,"LLT-1-O-2-T-D1","LLT-1","1","O","2","T","D1","LLT-1-O-02-T-D1","LLT-1-O-2-T","12° 40.4726' N  36° 16.8543' E"
"V6...354","27/06/2024 09:32","LLT-1-O-2-M-D1","12° 40.4726' N  36° 16.8543' E",0.165015742,"1.395254738",0.272915684,"1.158607225","0.818708065","0.240495554","1.180946903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:32:00,"LLT-1-O-2-M-D1","LLT-1","1","O","2","M","D1","LLT-1-O-02-M-D1","LLT-1-O-2-M","12° 40.4726' N  36° 16.8543' E"
"V7...355","27/06/2024 09:33","LLT-1-O-2-L-D1","12° 40.4726' N  36° 16.8543' E",0.179134164,"1.436451747",0.281268924,"1.157768065","0.786516919","0.24752486","1.179953074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:33:00,"LLT-1-O-2-L-D1","LLT-1","1","O","2","L","D1","LLT-1-O-02-L-D1","LLT-1-O-2-L","12° 40.4726' N  36° 16.8543' E"
"V8...356","27/06/2024 09:35","LLT-1-O-3-T-D1","12° 40.4760' N  36° 16.8615' E",0.274201856,"1.755587097",0.440445197,"1.15592013","0.640292045","0.388174106","1.280874846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:35:00,"LLT-1-O-3-T-D1","LLT-1","1","O","3","T","D1","LLT-1-O-02-T-D1","LLT-1-O-3-T","12° 40.4760' N  36° 16.8615' E"
"V9...357","27/06/2024 09:36","LLT-1-O-3-M-D1","12° 40.4760' N  36° 16.8615' E",0.241218026,"1.635803258",0.361784245,"1.155444889","0.699818586","0.315357175","1.225477984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:36:00,"LLT-1-O-3-M-D1","LLT-1","1","O","3","M","D1","LLT-1-O-02-M-D1","LLT-1-O-3-M","12° 40.4760' N  36° 16.8615' E"
"V10...358","27/06/2024 09:36","LLT-1-O-3-L-D1","12° 40.4760' N  36° 16.8615' E",0.198784461,"1.496207203",0.30812736,"1.155200356","0.758427923","0.270487653","1.177042814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:36:00,"LLT-1-O-3-L-D1","LLT-1","1","O","3","L","D1","LLT-1-O-02-L-D1","LLT-1-O-3-L","12° 40.4760' N  36° 16.8615' E"
"V11...359","27/06/2024 09:38","LLT-1-O-4-T-D1","12° 40.4927' N  36° 16.8548' E",0.210240339,"1.532415998",0.316390379,"1.153590207","0.731206171","0.277650765","1.186936006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:38:00,"LLT-1-O-4-T-D1","LLT-1","1","O","4","T","D1","LLT-1-O-02-T-D1","LLT-1-O-4-T","12° 40.4927' N  36° 16.8548' E"
"V12...360","27/06/2024 09:39","LLT-1-O-4-M-D1","12° 40.4927' N  36° 16.8548' E",0.213402271,"1.542595695",0.306146469,"1.158105783","0.736135225","0.267171398","1.193315683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:39:00,"LLT-1-O-4-M-D1","LLT-1","1","O","4","M","D1","LLT-1-O-02-M-D1","LLT-1-O-4-M","12° 40.4927' N  36° 16.8548' E"
"V13...361","27/06/2024 09:39","LLT-1-O-4-L-D1","12° 40.4927' N  36° 16.8548' E",0.244737704,"1.648086647",0.359364337,"1.15560779","0.685890636","0.314604944","1.26102374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-27,2024-06-27 09:39:00,"LLT-1-O-4-L-D1","LLT-1","1","O","4","L","D1","LLT-1-O-02-L-D1","LLT-1-O-4-L","12° 40.4927' N  36° 16.8548' E"
"V2...362","27/06/2024 10:15","LLT-1-O-1-T-D2","12° 40.4729' N  36° 16.8532' E",0.471378631,"2.783426321",0.602191048,"1.607801599","0.393387495","0.519603406","2.113444756",15.10461283,"1.513954013","2.761390385","-4.640886055","564.1373537","0.905006838","-0.090836516",0.013043394,"0.049864998","1.521591308","0.849382622","0.517931513","2.056849267",-0.004771289,"-0.058087929",0.05702333,"0.05225204",2024-06-27,2024-06-27 10:15:00,"LLT-1-O-1-T-D2","LLT-1","1","O","1","T","D2","LLT-1-O-02-T-D2","LLT-1-O-1-T","12° 40.4729' N  36° 16.8532' E"
"V3...363","27/06/2024 10:16","LLT-1-O-1-M-D2","12° 40.4729' N  36° 16.8532' E",0.304113485,"1.874031839",0.449948405,"1.245107005","0.589656274","0.385938677","1.46596732",11.89568096,"1.459246107","3.835886481","-5.292787787","439.6572756","0.784060962","-0.093114484",-0.001331604,"0.121037926","1.907170082","0.690592283","0.411764633","1.574698201",0.01024593,"0.109796408",0.039212588,"0.049458518",2024-06-27,2024-06-27 10:16:00,"LLT-1-O-1-M-D2","LLT-1","1","O","1","M","D2","LLT-1-O-02-M-D2","LLT-1-O-1-M","12° 40.4729' N  36° 16.8532' E"
"V4...364","27/06/2024 10:16","LLT-1-O-1-L-D2","12° 40.4729' N  36° 16.8532' E",0.424267428,"2.473835069",0.543366381,"1.507751115","0.441159024","0.466697485","1.914529637",12.36777278,"1.431228831","2.380945304","-4.416526149","463.0625382","0.888124313","-0.074103486",0.01106713,"0.059252289","1.501198003","0.836036989","0.475899908","1.905222498",-0.000898105,"-0.009491045",0.054702665,"0.053804561",2024-06-27,2024-06-27 10:16:00,"LLT-1-O-1-L-D2","LLT-1","1","O","1","L","D2","LLT-1-O-02-L-D2","LLT-1-O-1-L","12° 40.4729' N  36° 16.8532' E"
"V5...365","27/06/2024 10:18","LLT-1-O-2-T-D2","12° 40.4738' N  36° 16.8552' E",0.386195883,"2.258368501",0.525836593,"1.404027855","0.479878399","0.455617097","1.757452708",13.6325024,"1.531317506","3.231500401","-5.119735309","502.7201563","0.880319293","-0.08637882",0.006136819,"0.06364914","1.619508514","0.804203824","0.4568237","1.733202549",-0.002187497,"-0.024717536",0.04907737,"0.046889873",2024-06-27,2024-06-27 10:18:00,"LLT-1-O-2-T-D2","LLT-1","1","O","2","T","D2","LLT-1-O-02-T-D2","LLT-1-O-2-T","12° 40.4738' N  36° 16.8552' E"
"V6...366","27/06/2024 10:18","LLT-1-O-2-M-D2","12° 40.4738' N  36° 16.8552' E",0.385458774,"2.25446026",0.517469668,"1.414667782","0.482432324","0.446566209","1.759916594",13.64829023,"1.484731013","3.119411828","-5.223352492","506.3632323","0.881808259","-0.075916537",0.008050596,"0.062807537","1.569884185","0.809468461","0.452299794","1.751609526",-0.000729378,"-0.008462382",0.045639198,"0.04490982",2024-06-27,2024-06-27 10:18:00,"LLT-1-O-2-M-D2","LLT-1","1","O","2","M","D2","LLT-1-O-02-M-D2","LLT-1-O-2-M","12° 40.4738' N  36° 16.8552' E"
"V7...367","27/06/2024 10:19","LLT-1-O-2-L-D2","12° 40.4738' N  36° 16.8552' E",0.305146429,"1.878304268",0.399976235,"1.364181881","0.563422715","0.344033733","1.585981852",10.45953238,"1.165746268","1.926099709","-6.05521179","400.4131384","0.792096861","-0.135358173",-0.021508524,"0.116011106","1.6810053","0.784525834","0.373169568","1.75775635",0.014383329,"0.175552665",0.012966708,"0.027350036",2024-06-27,2024-06-27 10:19:00,"LLT-1-O-2-L-D2","LLT-1","1","O","2","L","D2","LLT-1-O-02-L-D2","LLT-1-O-2-L","12° 40.4738' N  36° 16.8552' E"
"V8...368","27/06/2024 10:20","LLT-1-O-3-T-D2","12° 40.4770' N  36° 16.8615' E",0.48247965,"2.864582329",0.618227214,"1.614608971","0.388349658","0.534472852","2.128515",14.98081556,"1.543445641","2.913047059","-4.38732446","560.0383122","0.900534372","-0.048891829",0.008458303,"0.052335611","1.514057043","0.822971219","0.536594423","2.108324498",-0.001741417,"-0.020734617",0.065759927,"0.06401851",2024-06-27,2024-06-27 10:20:00,"LLT-1-O-3-T-D2","LLT-1","1","O","3","T","D2","LLT-1-O-02-T-D2","LLT-1-O-3-T","12° 40.4770' N  36° 16.8615' E"
"V9...369","27/06/2024 10:20","LLT-1-O-3-M-D2","12° 40.4770' N  36° 16.8615' E",0.296219539,"1.84179529",0.414946571,"1.34464883","0.577855705","0.35893787","1.541895161",10.06695968,"1.28645606","2.286292889","-5.228502593","375.6655401","0.718345767","-0.127729257",-0.010004046,"0.163910104","1.969673046","0.678028765","0.400227688","1.64096711",0.009685383,"0.101033146",0.032113093,"0.041798476",2024-06-27,2024-06-27 10:20:00,"LLT-1-O-3-M-D2","LLT-1","1","O","3","M","D2","LLT-1-O-02-M-D2","LLT-1-O-3-M","12° 40.4770' N  36° 16.8615' E"
"V10...370","27/06/2024 10:21","LLT-1-O-3-L-D2","12° 40.4770' N  36° 16.8615' E",0.313112361,"1.911684368",0.421141429,"1.37283969","0.554483509","0.363936753","1.598204863",9.534798888,"1.277657138","1.946693047","-4.935377759","357.9747971","0.77440129","-0.092929325",-0.005034722,"0.12714075","1.722199383","0.72800987","0.399993756","1.669769471",0.007401483,"0.072788397",0.036001871,"0.043403355",2024-06-27,2024-06-27 10:21:00,"LLT-1-O-3-L-D2","LLT-1","1","O","3","L","D2","LLT-1-O-02-L-D2","LLT-1-O-3-L","12° 40.4770' N  36° 16.8615' E"
"V11...371","27/06/2024 10:23","LLT-1-O-4-T-D2","12° 40.4929' N  36° 16.8541' E",0.376876919,"2.209638772",0.477743347,"1.542407554","0.47510254","0.412698911","1.853807082",11.39984754,"1.27858702","1.64161657","-5.158978292","428.3543767","0.821037114","-0.131862794",0.002747611,"0.098275254","1.614032036","0.812230344","0.431561537","1.849974571",-0.0003532,"-0.003931663",0.034524942,"0.034171742",2024-06-27,2024-06-27 10:23:00,"LLT-1-O-4-T-D2","LLT-1","1","O","4","T","D2","LLT-1-O-02-T-D2","LLT-1-O-4-T","12° 40.4929' N  36° 16.8541' E"
