"","Time","Name","GPS","NDVI","SR","OSAVI","ZMI","Ctr2","Lic1","GM2","MCARI1","G","MCARI","TCARI","TVI","SPRI","NPQI","PRI","NPCI","Ctr1","Lic2","SIPI","GM1","ARI1","ARI2","CRI1","CRI2","Date","Datetime","ID","Location","site_num","Tapping","Tree_num","C_pos.","Device","ID2","Tree_ID","Coordinates"
"V29...173","28/06/2024 12:40","DG-1-I-30-T-D1","12° 44.5513' N  36° 8.1275' E",0.35247595,"2.088688366",0.612288188,"1.125308143","0.522972016","0.545034736","1.413521864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:40:00,"DG-1-I-30-T-D1","DG-1","1","I","30","T","D1","DG-02-I-30-T-D1","DG-1-I-30-T","12° 44.5513' N  36° 8.1275' E"
"V30...174","28/06/2024 12:41","DG-1-I-30-M-D1","12° 44.5513' N  36° 8.1275' E",0.317868042,"1.931984019",0.570504939,"1.126975166","0.570911351","0.509274468","1.337287717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:41:00,"DG-1-I-30-M-D1","DG-1","1","I","30","M","D1","DG-02-I-30-M-D1","DG-1-I-30-M","12° 44.5513' N  36° 8.1275' E"
"V31...175","28/06/2024 12:41","DG-1-I-30-L-D1","12° 44.5513' N  36° 8.1275' E",0.434441862,"2.536329625",0.657060575,"1.183263008","0.434142377","0.581711385","1.73196923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:41:00,"DG-1-I-30-L-D1","DG-1","1","I","30","L","D1","DG-02-I-30-L-D1","DG-1-I-30-L","12° 44.5513' N  36° 8.1275' E"
"V2...176","28/06/2024 12:47","DG-1-I-03-T-D2","12° 44.5236' N  36° 8.1764' E",0.526688061,"3.225543103",0.730398151,"1.533189054","0.35500431","0.633568849","2.173914503",27.91739893,"2.151263413","8.683209273","-8.137110152","1027.065967","0.8806318","-0.058946631",0.016188292,"0.063472393","1.901747421","0.731943629","0.61312246","2.060190807",-0.006270006,"-0.116759629",0.063522574,"0.057252568",2024-06-28,2024-06-28 12:47:00,"DG-1-I-03-T-D2","DG-1","1","I","03","T","D2","DG-02-I-03-T-D2","DG-1-I-03-T","12° 44.5236' N  36° 8.1764' E"
"V3...177","28/06/2024 12:48","DG-1-I-03-M-D2","12° 44.5236' N  36° 8.1764' E",0.597575194,"3.969872556",0.81659544,"1.608617325","0.301962414","0.706963105","2.411029088",24.83847738,"2.540107591","9.051434936","-7.639255509","918.5866721","0.866617944","-0.061452082",0.018321884,"0.071456538","2.16950709","0.691233083","0.688780266","2.294904625",-0.007608788,"-0.119124568",0.115455721,"0.107846933",2024-06-28,2024-06-28 12:48:00,"DG-1-I-03-M-D2","DG-1","1","I","03","M","D2","DG-02-I-03-M-D2","DG-1-I-03-M","12° 44.5236' N  36° 8.1764' E"
"V4...178","28/06/2024 12:49","DG-1-I-03-L-D2","12° 44.5236' N  36° 8.1764' E",0.445159638,"2.604640429",0.63814912,"1.421268049","0.431195209","0.554352457","1.87725399",22.35174511,"1.838526078","6.903082597","-6.942321815","819.9351385","0.619193118","-0.121291637",0.000753599,"0.235183116","2.731474475","0.558256766","0.57383312","1.890675804",0.000850303,"0.013787894",0.05518535,"0.056035653",2024-06-28,2024-06-28 12:49:00,"DG-1-I-03-L-D2","DG-1","1","I","03","L","D2","DG-02-I-03-L-D2","DG-1-I-03-L","12° 44.5236' N  36° 8.1764' E"
"V5...179","28/06/2024 12:52","DG-1-I-06-T-D2","12° 44.5246' N  36° 8.2049' E",0.518583342,"3.15440548",0.703475465,"1.608702086","0.358181207","0.610162018","2.224099613",25.99832749,"1.848680663","6.616355769","-6.816735924","962.0594761","0.722278911","-0.10475173",0.008333424,"0.161252099","2.249955864","0.639096202","0.613591978","2.202573996",-0.001193787,"-0.022268423",0.056837509,"0.055643722",2024-06-28,2024-06-28 12:52:00,"DG-1-I-06-T-D2","DG-1","1","I","06","T","D2","DG-02-I-06-T-D2","DG-1-I-06-T","12° 44.5246' N  36° 8.2049' E"
"V6...180","28/06/2024 12:52","DG-1-I-06-M-D2","12° 44.5246' N  36° 8.2049' E",0.620297574,"4.267282652",0.820101745,"1.701275476","0.283775313","0.710055597","2.582981167",24.53873925,"2.325065763","7.676620193","-6.475726969","914.5553573","0.863286807","-0.059059541",0.026180867,"0.073372061","2.027217642","0.706750657","0.69780211","2.520734906",-0.003999238,"-0.063966706",0.11012424,"0.106125002",2024-06-28,2024-06-28 12:52:00,"DG-1-I-06-M-D2","DG-1","1","I","06","M","D2","DG-02-I-06-M-D2","DG-1-I-06-M","12° 44.5246' N  36° 8.2049' E"
"V7...181","28/06/2024 12:53","DG-1-I-06-L-D2","12° 44.5246' N  36° 8.2049' E",0.623842442,"4.316920947",0.812532108,"1.738428803","0.279540303","0.702364545","2.646106821",24.01824921,"2.19478022","6.763017515","-5.865693387","896.6003474","0.855036936","-0.063455353",0.026470223,"0.078145648","1.96163218","0.721839257","0.693692206","2.588384434",-0.00372326,"-0.059561658",0.105991779,"0.102268519",2024-06-28,2024-06-28 12:53:00,"DG-1-I-06-L-D2","DG-1","1","I","06","L","D2","DG-02-I-06-L-D2","DG-1-I-06-L","12° 44.5246' N  36° 8.2049' E"
"V8...182","28/06/2024 12:54","DG-1-I-09-T-D2","12° 44.5323' N  36° 8.1981' E",0.563724296,"3.584257115",0.763024335,"1.606734346","0.323627633","0.660955049","2.342517052",27.85316336,"2.176230623","8.264822561","-7.593923704","1027.645647","0.852761901","-0.080535202",0.009267421,"0.07946952","1.995372476","0.724529218","0.64606006","2.227762103",-0.006386919,"-0.118334692",0.077169928,"0.070783008",2024-06-28,2024-06-28 12:54:00,"DG-1-I-09-T-D2","DG-1","1","I","09","T","D2","DG-02-I-09-T-D2","DG-1-I-09-T","12° 44.5323' N  36° 8.1981' E"
"V9...183","28/06/2024 12:55","DG-1-I-09-M-D2","12° 44.5323' N  36° 8.1981' E",0.537111147,"3.320691649",0.719709221,"1.638445866","0.346611979","0.622303476","2.291007651",26.31154373,"1.833554347","6.698039756","-6.586959575","980.0024993","0.727855553","-0.094558267",0.010274293,"0.157504166","2.227352666","0.636949715","0.628862213","2.322496276",0.001720452,"0.032504197",0.05838067,"0.060101122",2024-06-28,2024-06-28 12:55:00,"DG-1-I-09-M-D2","DG-1","1","I","09","M","D2","DG-02-I-09-M-D2","DG-1-I-09-M","12° 44.5323' N  36° 8.1981' E"
"V10...184","28/06/2024 12:56","DG-1-I-09-L-D2","12° 44.5323' N  36° 8.1981' E",0.603339636,"4.042096921",0.791137331,"1.766960727","0.29102038","0.684015278","2.613844922",26.55950374,"2.046411003","6.858520917","-6.188057677","994.3925875","0.787994794","-0.087355934",0.019366882,"0.118571489","2.152648553","0.671135778","0.68103113","2.58804235",-0.001464979,"-0.026643118",0.083816831,"0.082351852",2024-06-28,2024-06-28 12:56:00,"DG-1-I-09-L-D2","DG-1","1","I","09","L","D2","DG-02-I-09-L-D2","DG-1-I-09-L","12° 44.5323' N  36° 8.1981' E"
"V11...185","28/06/2024 13:01","DG-1-I-12-T-D2","12° 44.5565' N  36° 8.1644' E",0.49843216,"2.987496486",0.729065733,"1.410632173","0.386352236","0.632789706","1.965016345",27.69738206,"2.394692563","10.98322073","-9.585219263","1006.554441","0.819324681","-0.077075696",0.014477294,"0.099309002","2.274615066","0.654339675","0.612822776","1.860800277",-0.00607927,"-0.106376174",0.069229004,"0.063149734",2024-06-28,2024-06-28 13:01:00,"DG-1-I-12-T-D2","DG-1","1","I","12","T","D2","DG-02-I-12-T-D2","DG-1-I-12-T","12° 44.5565' N  36° 8.1644' E"
"V12...186","28/06/2024 13:02","DG-1-I-12-M-D2","12° 44.5587' N  36° 8.1633' E",0.558214726,"3.527086157",0.742425791,"1.608715163","0.326424441","0.643667709","2.336662362",25.06533078,"2.057351373","6.8623357","-6.659425658","929.7499727","0.883542748","-0.067453609",0.020429014,"0.061828834","1.791174609","0.764551014","0.62977347","2.221078394",-0.006963682,"-0.118699872",0.076088441,"0.069124758",2024-06-28,2024-06-28 13:02:00,"DG-1-I-12-M-D2","DG-1","1","I","12","M","D2","DG-02-I-12-M-D2","DG-1-I-12-M","12° 44.5587' N  36° 8.1633' E"
"V13...187","28/06/2024 13:02","DG-1-I-12-L-D2","12° 44.5587' N  36° 8.1633' E",0.432733326,"2.525678647",0.622313164,"1.456519597","0.440397977","0.541890411","1.883303622",21.71788377,"1.731309809","6.257992153","-6.635156909","802.796394","0.586504685","-0.124994369",-0.000486558,"0.260632899","2.838907218","0.530604105","0.56490837","1.943235003",0.003747943,"0.061504085",0.046092491,"0.049840435",2024-06-28,2024-06-28 13:02:00,"DG-1-I-12-L-D2","DG-1","1","I","12","L","D2","DG-02-I-12-L-D2","DG-1-I-12-L","12° 44.5587' N  36° 8.1633' E"
"V14...188","28/06/2024 13:04","DG-1-I-15-T-D2","12° 44.5568' N  36° 8.1570' E",0.555788814,"3.502362982",0.743363942,"1.609551402","0.333347582","0.641482089","2.311565118",24.93695437,"2.030690101","7.026801318","-6.602092159","924.8393998","0.880585479","-0.062783169",0.023974801,"0.063498587","1.822301819","0.740754804","0.630683375","2.244868963",-0.00402767,"-0.068530504",0.07197851,"0.06795084",2024-06-28,2024-06-28 13:04:00,"DG-1-I-15-T-D2","DG-1","1","I","15","T","D2","DG-02-I-15-T-D2","DG-1-I-15-T","12° 44.5568' N  36° 8.1570' E"
"V15...189","28/06/2024 13:05","DG-1-I-15-T-D2","12° 44.5568' N  36° 8.1570' E",0.482740126,"2.866528411",0.690095315,"1.493948356","0.3972871","0.600727872","2.010942703",24.83401888,"1.986189499","7.97107791","-7.326137712","916.4230718","0.676834436","-0.1160343",0.009348834,"0.192723597","2.597351034","0.575833546","0.60094296","2.021631589",0.000633468,"0.010960502",0.05420778,"0.054841248",2024-06-28,2024-06-28 13:05:00,"DG-1-I-15-T-D2","DG-1","1","I","15","T","D2","DG-02-I-15-T-D2","DG-1-I-15-T","12° 44.5568' N  36° 8.1570' E"
"V16...190","28/06/2024 13:05","DG-1-I-15-L-D2","12° 44.5568' N  36° 8.1570' E",0.453305721,"2.658351798",0.662150268,"1.433859143","0.427345265","0.575939516","1.890219081",26.28094012,"1.921585473","8.758555728","-8.092593525","963.7857271","0.732268804","-0.105243263",0.005052501,"0.154555225","2.385652378","0.601782876","0.574109835","1.927807303",0.002075563,"0.03858025",0.046422455,"0.048498018",2024-06-28,2024-06-28 13:05:00,"DG-1-I-15-L-D2","DG-1","1","I","15","L","D2","DG-02-I-15-L-D2","DG-1-I-15-L","12° 44.5568' N  36° 8.1570' E"
"V17...191","28/06/2024 13:08","DG-1-I-18-T-D2","12° 44.5505' N  36° 8.1337' E",0.561657824,"3.562645603",0.758309886,"1.58181692","0.32971609","0.655202661","2.300686976",26.32207213,"2.172699407","8.1209794","-7.336946792","975.7231159","0.856966532","-0.059329513",0.023459154,"0.077025334","1.935229467","0.714172485","0.646236617","2.208047678",-0.005430502,"-0.094914117",0.079231768,"0.073801266",2024-06-28,2024-06-28 13:08:00,"DG-1-I-18-T-D2","DG-1","1","I","18","T","D2","DG-02-I-18-T-D2","DG-1-I-18-T","12° 44.5505' N  36° 8.1337' E"
"V18...192","28/06/2024 13:09","DG-1-I-18-M-D2","12° 44.5505' N  36° 8.1337' E",0.562760417,"3.574151288",0.766331131,"1.572134269","0.329908292","0.663351823","2.280385465",26.25300949,"2.260428562","8.535811845","-7.571282459","968.059172","0.915389775","-0.065345267",0.021028892,"0.044173894","1.871299912","0.742791396","0.642398407","2.177561659",-0.006151939,"-0.105529738",0.080609312,"0.074457373",2024-06-28,2024-06-28 13:09:00,"DG-1-I-18-M-D2","DG-1","1","I","18","M","D2","DG-02-I-18-M-D2","DG-1-I-18-M","12° 44.5505' N  36° 8.1337' E"
"V19...193","28/06/2024 13:09","DG-1-I-18-L-D2","12° 44.5505' N  36° 8.1337' E",0.436932998,"2.551975154",0.649702504,"1.381006943","0.444056778","0.566151454","1.812524912",24.05520217,"1.992650625","8.570169049","-7.890250436","878.3525775","0.672415634","-0.137157951",0.0062722,"0.195874972","2.707512347","0.572114129","0.569131948","1.819549572",0.000429549,"0.007181856",0.051521462,"0.051951012",2024-06-28,2024-06-28 13:09:00,"DG-1-I-18-L-D2","DG-1","1","I","18","L","D2","DG-02-I-18-L-D2","DG-1-I-18-L","12° 44.5505' N  36° 8.1337' E"
"V20...194","28/06/2024 13:13","DG-1-I-21-T-D2","12° 44.5799' N  36° 8.1171' E",0.584223668,"3.810278622",0.759708808,"1.703791859","0.306199523","0.654904884","2.496639988",23.97770096,"1.962643206","5.979915739","-5.78665805","896.2566461","0.80931027","-0.07731718",0.023237149,"0.105393604","1.94606609","0.71783998","0.653724304","2.431834217",-0.004015262,"-0.066719134",0.080294684,"0.076279422",2024-06-28,2024-06-28 13:13:00,"DG-1-I-21-T-D2","DG-1","1","I","21","T","D2","DG-02-I-21-T-D2","DG-1-I-21-T","12° 44.5799' N  36° 8.1171' E"
"V21...195","28/06/2024 13:14","DG-1-I-21-M-D2","12° 44.5799' N  36° 8.1171' E",0.496668819,"2.973526927",0.687660957,"1.531096558","0.381344508","0.597462047","2.087759639",24.44532698,"1.884187164","6.969000694","-6.837669063","903.6818921","0.648324434","-0.095124466",0.010251405,"0.213353366","2.534082735","0.574335152","0.608646322","2.090905618",0.000185825,"0.00324166",0.056205233,"0.056391058",2024-06-28,2024-06-28 13:14:00,"DG-1-I-21-M-D2","DG-1","1","I","21","M","D2","DG-02-I-21-M-D2","DG-1-I-21-M","12° 44.5799' N  36° 8.1171' E"
"V22...196","28/06/2024 13:14","DG-1-I-21-L-D2","12° 44.5799' N  36° 8.1171' E",0.620556331,"4.270874606",0.796635486,"1.79433878","0.275660874","0.687943015","2.721907819",25.91729721,"2.019241495","6.182545011","-5.799158886","971.0434335","0.859216044","-0.068861427",0.020529942,"0.075722214","1.849250741","0.750337636","0.683341419","2.651505156",-0.0040898,"-0.072784742",0.09112545,"0.08703565",2024-06-28,2024-06-28 13:14:00,"DG-1-I-21-L-D2","DG-1","1","I","21","L","D2","DG-02-I-21-L-D2","DG-1-I-21-L","12° 44.5799' N  36° 8.1171' E"
"V23...197","28/06/2024 13:15","DG-1-I-24-T-D2","12° 44.5800' N  36° 8.1141' E",0.621730456,"4.287235073",0.801323443,"1.792460411","0.275835547","0.691379332","2.720646596",26.45272838,"2.060786022","6.494491477","-6.037646675","989.9953682","0.904006066","-0.066235397",0.024510663,"0.050416822","1.773046807","0.779934773","0.680926372","2.626063291",-0.005432099,"-0.097739489",0.088955117,"0.083523018",2024-06-28,2024-06-28 13:15:00,"DG-1-I-24-T-D2","DG-1","1","I","24","T","D2","DG-02-I-24-T-D2","DG-1-I-24-T","12° 44.5800' N  36° 8.1141' E"
"V24...198","28/06/2024 13:15","DG-1-I-24-M-D2","12° 44.5799' N  36° 8.1138' E",0.581659428,"3.780793767",0.754787095,"1.680110084","0.312131973","0.651345968","2.459326383",23.79491519,"1.909250362","6.039934229","-5.697763542","892.346312","0.808475113","-0.06856035",0.021943298,"0.105904076","1.93710348","0.702014465","0.654429279","2.461271338",0.000119952,"0.001996621",0.082380907,"0.082500859",2024-06-28,2024-06-28 13:15:00,"DG-1-I-24-M-D2","DG-1","1","I","24","M","D2","DG-02-I-24-M-D2","DG-1-I-24-M","12° 44.5799' N  36° 8.1138' E"
"V25...199","28/06/2024 13:15","DG-1-I-24-L-D2","12° 44.5799' N  36° 8.1138' E",0.532619477,"3.279168472",0.716293399,"1.570277252","0.35581116","0.618984998","2.201290609",24.33307944,"1.906707312","6.909053288","-6.476402659","906.1307035","0.817294956","-0.065374654",0.016565615,"0.100536813","1.965352533","0.683854655","0.619331942","2.221427472",0.001206216,"0.020659333",0.067129714,"0.06833593",2024-06-28,2024-06-28 13:15:00,"DG-1-I-24-L-D2","DG-1","1","I","24","L","D2","DG-02-I-24-L-D2","DG-1-I-24-L","12° 44.5799' N  36° 8.1138' E"
"V26...200","28/06/2024 13:20","DG-1-I-27-T-D2","12° 44.5568' N  36° 8.1051' E",0.508401054,"3.068356973",0.716878937,"1.486103052","0.380278527","0.621573846","2.048643752",23.60431954,"2.110277645","8.068992601","-7.103889758","867.6699254","0.756380676","-0.083389686",0.013151579,"0.138705309","2.318200469","0.625582509","0.616323655","2.033413688",-0.000983395,"-0.01561947",0.070830791,"0.069847397",2024-06-28,2024-06-28 13:20:00,"DG-1-I-27-T-D2","DG-1","1","I","27","T","D2","DG-02-I-27-T-D2","DG-1-I-27-T","12° 44.5568' N  36° 8.1051' E"
"V27...201","28/06/2024 13:20","DG-1-I-27-M-D2","12° 44.5568' N  36° 8.1051' E",0.571629457,"3.668855113",0.761539008,"1.657832389","0.318203822","0.658392958","2.400277669",24.40023123,"2.049206019","6.770348093","-6.222068356","905.8717379","0.829298916","-0.081331293",0.017338079,"0.09331503","1.999872861","0.710597827","0.651536102","2.347663613",-0.003264106,"-0.054311026",0.080897069,"0.077632962",2024-06-28,2024-06-28 13:20:00,"DG-1-I-27-M-D2","DG-1","1","I","27","M","D2","DG-02-I-27-M-D2","DG-1-I-27-M","12° 44.5568' N  36° 8.1051' E"
"V28...202","28/06/2024 13:21","DG-1-I-27-L-D2","12° 44.5568' N  36° 8.1051' E",0.525861428,"3.218176118",0.729217279,"1.523046843","0.361378341","0.630310923","2.14041297",26.265403,"2.088319977","8.477644144","-7.54794086","970.0874728","0.786657968","-0.094181337",0.012868929,"0.119408435","2.199122014","0.651935757","0.623779719","2.118658934",-0.001256211,"-0.022302282",0.067165743,"0.065909532",2024-06-28,2024-06-28 13:21:00,"DG-1-I-27-L-D2","DG-1","1","I","27","L","D2","DG-02-I-27-L-D2","DG-1-I-27-L","12° 44.5568' N  36° 8.1051' E"
"V29...203","28/06/2024 13:26","DG-1-I-30-T-D2","12° 44.5493' N  36° 8.1300' E",0.434927746,"2.539370381",0.639894286,"1.395463457","0.438314905","0.557017192","1.841670848",25.56633004,"1.896620431","8.328179986","-8.124789459","933.8561486","0.637213997","-0.143321851",-0.006743849,"0.221587406","2.771752511","0.566729467","0.567321229","1.850272753",0.000483441,"0.008825346",0.04916334,"0.049646781",2024-06-28,2024-06-28 13:26:00,"DG-1-I-30-T-D2","DG-1","1","I","30","T","D2","DG-02-I-30-T-D2","DG-1-I-30-T","12° 44.5493' N  36° 8.1300' E"
"V30...204","28/06/2024 13:26","DG-1-I-30-M-D2","12° 44.5493' N  36° 8.1300' E",0.528898144,"3.245366422",0.748742518,"1.482341968","0.355309039","0.65000282","2.116560457",25.90029114,"2.383993651","9.379929972","-8.334572528","947.8589679","0.801938996","-0.10917293",0.01687021,"0.109915488","2.321012752","0.667774953","0.631910012","1.98305123",-0.008267036,"-0.136368711",0.078873058,"0.070606022",2024-06-28,2024-06-28 13:26:00,"DG-1-I-30-M-D2","DG-1","1","I","30","M","D2","DG-02-I-30-M-D2","DG-1-I-30-M","12° 44.5493' N  36° 8.1300' E"
"V31...205","28/06/2024 13:27","DG-1-I-30-L-D2","12° 44.5493' N  36° 8.1300' E",0.56723542,"3.621450302",0.760530947,"1.621661469","0.319339428","0.658472352","2.380551101",27.51178249,"2.149241151","7.815677698","-7.35340318","1019.969086","0.798685384","-0.112203463",0.019620091,"0.111923196","2.181943209","0.698811821","0.649350341","2.249897722",-0.007292819,"-0.134183014",0.073914248,"0.066621429",2024-06-28,2024-06-28 13:27:00,"DG-1-I-30-L-D2","DG-1","1","I","30","L","D2","DG-02-I-30-L-D2","DG-1-I-30-L","12° 44.5493' N  36° 8.1300' E"
"V2...206","28/06/2024 12:49","DG-1-O-1-T-D1","12° 44.5366' N  36° 8.1235' E",0.318854861,"1.936231773",0.630723038,"1.09869187","0.553428454","0.568742615","1.326771552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:49:00,"DG-1-O-1-T-D1","DG-1","1","O","1","T","D1","DG-1-O-02-T-D1","DG-1-O-1-T","12° 44.5366' N  36° 8.1235' E"
"V3...207","28/06/2024 12:49","DG-1-O-1-M-D1","12° 44.5366' N  36° 8.1235' E",0.31029734,"1.899800328",0.599525951,"1.087943426","0.559239876","0.539350958","1.31195311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:49:00,"DG-1-O-1-M-D1","DG-1","1","O","1","M","D1","DG-1-O-02-M-D1","DG-1-O-1-M","12° 44.5366' N  36° 8.1235' E"
"V4...208","28/06/2024 12:49","DG-1-O-1-L-D1","12° 44.5366' N  36° 8.1235' E",0.241223954,"1.63582385",0.543645211,"1.127406018","0.664682268","0.490081374","1.155691947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:49:00,"DG-1-O-1-L-D1","DG-1","1","O","1","L","D1","DG-1-O-02-L-D1","DG-1-O-1-L","12° 44.5366' N  36° 8.1235' E"
"V5...209","28/06/2024 12:51","DG-1-O-2-T-D1","12° 44.5343' N  36° 8.1236' E",0.389405491,"2.275496212",0.664372622,"1.054623679","0.47291832","0.593721574","1.502137168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:51:00,"DG-1-O-2-T-D1","DG-1","1","O","2","T","D1","DG-1-O-02-T-D1","DG-1-O-2-T","12° 44.5343' N  36° 8.1236' E"
"V6...210","28/06/2024 12:52","DG-1-O-2-M-D1","12° 44.5343' N  36° 8.1236' E",0.367951775,"2.164315505",0.639801534,"1.0850155","0.49128224","0.573799616","1.490929299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:52:00,"DG-1-O-2-M-D1","DG-1","1","O","2","M","D1","DG-1-O-02-M-D1","DG-1-O-2-M","12° 44.5343' N  36° 8.1236' E"
"V7...211","28/06/2024 12:54","DG-1-O-2-L-D1","12° 44.5313' N  36° 8.1233' E",0.277828819,"1.769426491",0.582394639,"1.152200905","0.620405518","0.523740215","1.223765487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:54:00,"DG-1-O-2-L-D1","DG-1","1","O","2","L","D1","DG-1-O-02-L-D1","DG-1-O-2-L","12° 44.5313' N  36° 8.1233' E"
"V8...212","28/06/2024 12:54","DG-1-O-3-T-D1","12° 44.5313' N  36° 8.1233' E",0.361590303,"2.132784493",0.630913825,"1.037954092","0.505754406","0.565041306","1.40215244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:54:00,"DG-1-O-3-T-D1","DG-1","1","O","3","T","D1","DG-1-O-02-T-D1","DG-1-O-3-T","12° 44.5313' N  36° 8.1233' E"
"V9...213","28/06/2024 12:55","DG-1-O-3-M-D1","12° 44.5316' N  36° 8.1307' E",0.410426633,"2.392283492",0.692784672,"1.063230894","0.466363459","0.618556358","1.511319379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:55:00,"DG-1-O-3-M-D1","DG-1","1","O","3","M","D1","DG-1-O-02-M-D1","DG-1-O-3-M","12° 44.5316' N  36° 8.1307' E"
"V10...214","28/06/2024 12:56","DG-1-O-3-L-D1","12° 44.5316' N  36° 8.1307' E",0.327237229,"1.972816104",0.628545662,"1.150221689","0.586546628","0.560655147","1.270856111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:56:00,"DG-1-O-3-L-D1","DG-1","1","O","3","L","D1","DG-1-O-02-L-D1","DG-1-O-3-L","12° 44.5316' N  36° 8.1307' E"
"V11...215","28/06/2024 12:56","DG-1-O-4-T-D1","12° 44.5316' N  36° 8.1307' E",0.37999801,"2.225796098",0.634790549,"1.113570418","0.511396976","0.563671291","1.468671623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:56:00,"DG-1-O-4-T-D1","DG-1","1","O","4","T","D1","DG-1-O-02-T-D1","DG-1-O-4-T","12° 44.5316' N  36° 8.1307' E"
"V12...216","28/06/2024 12:58","DG-1-O-4-M-D1","12° 44.5350' N  36° 8.1459' E",0.298475899,"1.850935551",0.606039065,"1.152194145","0.615476202","0.540747795","1.223770597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:58:00,"DG-1-O-4-M-D1","DG-1","1","O","4","M","D1","DG-1-O-02-M-D1","DG-1-O-4-M","12° 44.5350' N  36° 8.1459' E"
"V13...217","28/06/2024 12:58","DG-1-O-4-L-D1","12° 44.5350' N  36° 8.1459' E",0.335506182,"2.009809792",0.626789062,"1.130910984","0.593913277","0.559206022","1.278056215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,2024-06-28 12:58:00,"DG-1-O-4-L-D1","DG-1","1","O","4","L","D1","DG-1-O-02-L-D1","DG-1-O-4-L","12° 44.5350' N  36° 8.1459' E"
